OrderID,CustomerName,OrderDate,Product,Quantity,UnitPrice,City,Status
1197,Pooja,1/9/2024,TV,5,44522,Mumbai,Pending
1198,Ravi,6/20/2024,TV,5,39679,Chennai,Pending
1199,Kiran,4/29/2024,Mobile,5,19718,Mumbai,Delivered
1200,Sneha,5/18/2024,AC,4,40927,Hyderabad,Cancelled
1201,Vikram,3/21/2024,AC,1,15526,Bangalore,Cancelled
1202,Divya,3/6/2024,Tablet,4,48612,Chennai,Pending
1203,Kiran,1/17/2024,TV,4,18431,Chennai,Delivered
1204,Priya,2/7/2024,AC,5,44208,Hyderabad,Cancelled
1205,Meena,5/8/2024,Fridge,2,15567,Mumbai,Delivered
1206,Pooja,6/21/2024,TV,1,11577,Hyderabad,Cancelled
1207,Meena,6/23/2024,TV,3,41170,Bangalore,Cancelled
1208,Sneha,5/26/2024,Tablet,1,40305,Bangalore,Cancelled
1209,Vikram,5/5/2024,Washing Machine,5,28667,Kolkata,Delivered
1210,Ajay,1/4/2024,Washing Machine,3,20320,Hyderabad,Cancelled
1211,Meena,3/12/2024,Tablet,1,48341,Hyderabad,Cancelled
1212,Pooja,3/21/2024,Mobile,4,39851,Bangalore,Pending
1213,Meena,4/16/2024,Washing Machine,4,17330,Kolkata,Cancelled
1214,Pooja,4/9/2024,AC,1,33233,Delhi,Pending
1215,Anil,5/16/2024,TV,5,5114,Hyderabad,Cancelled
1216,Anil,5/9/2024,Tablet,2,26059,Mumbai,Pending
1217,Priya,1/3/2024,AC,5,12487,Mumbai,Cancelled
1218,Pooja,3/2/2024,Laptop,5,12345,Mumbai,Delivered
1219,Sneha,2/9/2024,Mobile,4,40410,Delhi,Pending
1220,Vikram,4/25/2024,Washing Machine,5,6688,Bangalore,Cancelled
1221,Anil,2/13/2024,TV,4,39379,Hyderabad,Delivered
1222,Divya,4/24/2024,TV,1,21851,Hyderabad,Delivered
1223,Meena,2/23/2024,TV,3,39545,Hyderabad,Delivered
1224,Divya,5/1/2024,Tablet,4,6976,Chennai,Delivered
1225,Vikram,4/12/2024,Washing Machine,3,44270,Kolkata,Delivered
1226,Pooja,3/7/2024,Washing Machine,3,40228,Chennai,Pending
1227,Divya,2/4/2024,AC,3,21186,Bangalore,Delivered
1228,Priya,5/15/2024,Tablet,3,32258,Bangalore,Delivered
1229,Anil,5/3/2024,TV,1,25741,Hyderabad,Pending
1230,Ajay,2/13/2024,Laptop,1,48281,Mumbai,Delivered
1231,Meena,3/14/2024,Mobile,2,19374,Bangalore,Delivered
1232,Meena,4/18/2024,Mobile,4,39605,Bangalore,Cancelled
1233,Divya,3/15/2024,Mobile,2,45139,Chennai,Cancelled
1234,Pooja,2/10/2024,Laptop,2,46444,Delhi,Pending
1235,Anil,1/28/2024,Mobile,2,7289,Delhi,Cancelled
1236,Priya,1/15/2024,Tablet,2,46850,Hyderabad,Delivered
1237,Divya,5/24/2024,Laptop,3,24893,Hyderabad,Delivered
1238,Sneha,3/8/2024,TV,1,39304,Delhi,Pending
1239,Meena,1/12/2024,Laptop,1,35473,Chennai,Cancelled
1240,Ravi,1/18/2024,TV,4,43496,Delhi,Pending
1241,Meena,5/23/2024,TV,4,18228,Delhi,Delivered
1242,Vikram,4/26/2024,Tablet,5,40648,Kolkata,Delivered
1243,Divya,3/9/2024,Fridge,5,6732,Hyderabad,Cancelled
1244,Sneha,2/7/2024,Tablet,2,29330,Delhi,Cancelled
1245,Meena,3/27/2024,TV,2,41840,Delhi,Pending
1246,Meena,1/24/2024,Tablet,2,34100,Delhi,Delivered
1247,Meena,2/19/2024,Washing Machine,1,25951,Mumbai,Cancelled
1248,Priya,5/4/2024,TV,4,27590,Bangalore,Cancelled
1249,Anil,3/23/2024,Laptop,5,26727,Delhi,Delivered
1250,Kiran,4/22/2024,Tablet,3,20051,Chennai,Pending
1251,Priya,3/23/2024,Mobile,3,23206,Chennai,Pending
1252,Priya,6/7/2024,Mobile,3,34621,Mumbai,Pending
1253,Ravi,4/3/2024,Mobile,3,26356,Delhi,Delivered
1254,Meena,4/27/2024,Fridge,1,31342,Hyderabad,Delivered
1255,Pooja,1/11/2024,Washing Machine,1,26472,Mumbai,Delivered
1256,Vikram,2/7/2024,Tablet,2,29568,Kolkata,Pending
1257,Pooja,2/19/2024,Washing Machine,5,43616,Hyderabad,Delivered
1258,Pooja,5/28/2024,TV,5,31420,Mumbai,Delivered
1259,Kiran,4/28/2024,Fridge,5,10826,Delhi,Cancelled
1260,Sneha,2/12/2024,Laptop,5,41340,Kolkata,Delivered
1261,Divya,4/14/2024,Fridge,2,15940,Bangalore,Pending
1262,Ajay,2/13/2024,Mobile,1,33684,Mumbai,Delivered
1263,Ravi,5/15/2024,TV,4,22276,Mumbai,Delivered
1264,Sneha,6/5/2024,Laptop,5,29533,Delhi,Pending
1265,Vikram,6/9/2024,TV,3,26209,Kolkata,Pending
1266,Pooja,1/25/2024,Fridge,1,34972,Chennai,Cancelled
1267,Pooja,6/7/2024,Washing Machine,4,34220,Bangalore,Pending
1268,Meena,6/10/2024,TV,2,37430,Hyderabad,Pending
1269,Anil,3/21/2024,Laptop,4,15526,Delhi,Cancelled
1270,Meena,6/17/2024,AC,3,6153,Mumbai,Delivered
1271,Anil,3/19/2024,Washing Machine,2,39676,Mumbai,Delivered
1272,Priya,1/29/2024,Fridge,5,27194,Delhi,Delivered
1273,Ajay,1/29/2024,Tablet,4,45828,Kolkata,Cancelled
1274,Pooja,3/11/2024,Fridge,1,15113,Mumbai,Delivered
1275,Anil,4/10/2024,AC,1,48444,Chennai,Cancelled
1276,Meena,1/5/2024,TV,3,47085,Hyderabad,Delivered
1277,Anil,4/4/2024,Washing Machine,2,27708,Delhi,Pending
1278,Kiran,6/25/2024,Washing Machine,4,45434,Chennai,Cancelled
1279,Anil,1/31/2024,Fridge,5,36925,Delhi,Cancelled
1280,Vikram,3/4/2024,Tablet,5,21939,Hyderabad,Pending
1281,Sneha,6/16/2024,AC,1,11865,Delhi,Cancelled
1282,Meena,1/18/2024,Laptop,4,49060,Kolkata,Cancelled
1283,Ravi,1/24/2024,Mobile,3,9642,Mumbai,Pending
1284,Ravi,6/6/2024,AC,2,26941,Hyderabad,Delivered
1285,Kiran,5/10/2024,Fridge,5,28752,Kolkata,Cancelled
1286,Ravi,4/15/2024,AC,3,48710,Hyderabad,Cancelled
1287,Ajay,5/27/2024,Tablet,2,47599,Chennai,Cancelled
1288,Ravi,4/3/2024,TV,4,30225,Hyderabad,Pending
1289,Kiran,3/17/2024,TV,2,10683,Delhi,Delivered
1290,Ravi,2/23/2024,Mobile,5,48630,Kolkata,Pending
1291,Meena,6/23/2024,AC,1,28868,Chennai,Delivered
1292,Kiran,6/27/2024,TV,4,22829,Mumbai,Delivered
1293,Vikram,5/11/2024,Mobile,2,15578,Chennai,Pending
1294,Meena,1/19/2024,Tablet,5,39709,Bangalore,Delivered
1295,Meena,3/31/2024,Mobile,3,7933,Chennai,Pending
1296,Priya,3/29/2024,Laptop,3,19402,Kolkata,Cancelled
1297,Kiran,5/12/2024,Washing Machine,1,46857,Chennai,Pending
1298,Kiran,1/12/2024,Fridge,2,23682,Mumbai,Cancelled
1299,Meena,1/28/2024,Washing Machine,4,18723,Mumbai,Pending
1300,Kiran,2/9/2024,AC,4,13437,Kolkata,Delivered
1301,Meena,2/25/2024,Fridge,4,6083,Delhi,Pending
1302,Meena,3/18/2024,Tablet,2,32913,Mumbai,Pending
1303,Ravi,6/9/2024,Laptop,3,49413,Delhi,Pending
1304,Anil,3/16/2024,Laptop,2,37336,Delhi,Pending
1305,Vikram,3/12/2024,Washing Machine,3,19593,Chennai,Cancelled
1306,Ajay,6/1/2024,Mobile,4,47794,Delhi,Cancelled
1307,Sneha,4/6/2024,Fridge,5,30733,Chennai,Cancelled
1308,Divya,1/19/2024,Washing Machine,4,9021,Bangalore,Delivered
1309,Ravi,3/8/2024,TV,1,28129,Hyderabad,Delivered
1310,Ajay,1/4/2024,Laptop,3,34455,Hyderabad,Cancelled
1311,Pooja,5/18/2024,Tablet,2,48859,Hyderabad,Cancelled
1312,Kiran,5/15/2024,Washing Machine,1,25066,Mumbai,Pending
1313,Divya,4/19/2024,AC,4,47889,Kolkata,Pending
1314,Sneha,2/27/2024,Mobile,5,12770,Mumbai,Cancelled
1315,Vikram,6/5/2024,Washing Machine,4,21352,Kolkata,Delivered
1316,Kiran,5/31/2024,TV,4,31135,Hyderabad,Pending
1317,Meena,2/7/2024,AC,4,15713,Bangalore,Delivered
1318,Anil,2/6/2024,Washing Machine,3,9621,Chennai,Pending
1319,Divya,2/13/2024,TV,1,24719,Kolkata,Pending
1320,Divya,2/21/2024,Tablet,4,22211,Delhi,Pending
1321,Sneha,6/2/2024,AC,4,10465,Delhi,Pending
1322,Meena,1/24/2024,Washing Machine,1,6399,Bangalore,Delivered
1323,Pooja,3/24/2024,TV,4,46696,Kolkata,Pending
1324,Kiran,1/15/2024,Fridge,3,34049,Delhi,Cancelled
1325,Kiran,2/2/2024,AC,1,46195,Kolkata,Cancelled
1326,Kiran,1/4/2024,Tablet,4,36772,Bangalore,Pending
1327,Vikram,2/13/2024,Fridge,5,38555,Delhi,Cancelled
1328,Vikram,4/3/2024,Mobile,3,25441,Bangalore,Pending
1329,Pooja,5/22/2024,Tablet,1,33996,Kolkata,Cancelled
1330,Priya,6/5/2024,Laptop,1,39375,Mumbai,Delivered
1331,Divya,2/19/2024,TV,2,21720,Kolkata,Pending
1332,Divya,6/5/2024,Fridge,2,11094,Kolkata,Delivered
1333,Meena,3/30/2024,Mobile,4,20282,Kolkata,Cancelled
1334,Priya,1/17/2024,AC,5,34478,Delhi,Pending
1335,Anil,5/24/2024,Laptop,3,25056,Delhi,Pending
1336,Divya,5/14/2024,Fridge,4,31321,Chennai,Delivered
1337,Pooja,3/27/2024,Laptop,4,11840,Chennai,Pending
1338,Meena,2/15/2024,TV,2,47469,Chennai,Cancelled
1339,Pooja,2/22/2024,Tablet,4,37698,Kolkata,Delivered
1340,Ajay,3/14/2024,AC,4,25808,Chennai,Pending
1341,Ajay,3/17/2024,TV,2,22550,Chennai,Delivered
1342,Ravi,3/6/2024,Tablet,3,7926,Delhi,Cancelled
1343,Divya,4/24/2024,Fridge,4,33712,Hyderabad,Pending
1344,Ajay,6/13/2024,Mobile,4,23456,Hyderabad,Pending
1345,Vikram,4/18/2024,Laptop,3,49960,Delhi,Cancelled
1346,Priya,6/29/2024,Laptop,1,28216,Mumbai,Cancelled
1347,Kiran,4/14/2024,Tablet,4,22805,Hyderabad,Pending
1348,Priya,5/16/2024,TV,4,12244,Bangalore,Cancelled
1349,Anil,2/7/2024,Fridge,4,45610,Chennai,Delivered
1350,Sneha,5/19/2024,Laptop,1,39079,Chennai,Cancelled
1351,Ravi,5/2/2024,Laptop,1,23269,Kolkata,Cancelled
1352,Pooja,2/28/2024,Fridge,4,33538,Bangalore,Pending
1353,Divya,3/30/2024,AC,2,10040,Chennai,Cancelled
1354,Ravi,4/15/2024,TV,1,25298,Bangalore,Delivered
1355,Anil,3/2/2024,TV,2,26285,Kolkata,Delivered
1356,Pooja,3/18/2024,Mobile,4,29691,Kolkata,Delivered
1357,Pooja,4/19/2024,AC,5,10876,Hyderabad,Pending
1358,Meena,1/16/2024,Laptop,2,12426,Chennai,Pending
1359,Priya,3/10/2024,AC,4,13998,Hyderabad,Pending
1360,Pooja,2/6/2024,TV,5,30631,Kolkata,Pending
1361,Priya,4/4/2024,Fridge,2,16495,Hyderabad,Pending
1362,Ravi,3/26/2024,Tablet,2,12593,Kolkata,Pending
1363,Pooja,3/19/2024,AC,3,18513,Kolkata,Cancelled
1364,Anil,3/10/2024,Tablet,3,44431,Bangalore,Pending
1365,Anil,4/30/2024,Tablet,3,6138,Mumbai,Pending
1366,Sneha,4/7/2024,Laptop,4,5937,Mumbai,Pending
1367,Meena,4/28/2024,Washing Machine,1,39549,Delhi,Pending
1368,Ajay,6/29/2024,Laptop,2,10431,Kolkata,Delivered
1369,Pooja,1/30/2024,Mobile,1,48975,Bangalore,Pending
1370,Ravi,2/8/2024,AC,4,36562,Chennai,Pending
1371,Priya,2/26/2024,Washing Machine,2,33172,Mumbai,Cancelled
1372,Divya,5/24/2024,AC,1,22357,Chennai,Cancelled
1373,Vikram,6/29/2024,Fridge,3,42216,Bangalore,Pending
1374,Pooja,2/18/2024,Mobile,3,11806,Hyderabad,Cancelled
1375,Kiran,5/4/2024,Mobile,5,20958,Chennai,Cancelled
1376,Kiran,1/9/2024,TV,2,20425,Bangalore,Delivered
1377,Pooja,5/17/2024,TV,5,48699,Bangalore,Cancelled
1378,Vikram,2/11/2024,Tablet,5,47117,Mumbai,Delivered
1379,Priya,4/28/2024,Washing Machine,5,18546,Kolkata,Cancelled
1380,Ravi,3/8/2024,Laptop,2,25025,Bangalore,Pending
1381,Kiran,3/15/2024,TV,1,28716,Bangalore,Cancelled
1382,Anil,6/10/2024,AC,5,20203,Delhi,Delivered
1383,Pooja,5/8/2024,Fridge,1,16303,Mumbai,Delivered
1384,Pooja,2/17/2024,Laptop,3,28088,Mumbai,Delivered
1385,Meena,4/17/2024,AC,2,11900,Chennai,Pending
1386,Ravi,2/10/2024,Washing Machine,3,13684,Bangalore,Cancelled
1387,Meena,3/12/2024,Fridge,4,28862,Mumbai,Cancelled
1388,Priya,3/21/2024,Mobile,4,24494,Bangalore,Cancelled
1389,Ravi,1/21/2024,Mobile,5,5577,Hyderabad,Cancelled
1390,Priya,5/17/2024,AC,3,48883,Hyderabad,Cancelled
1391,Divya,2/26/2024,Fridge,4,24333,Hyderabad,Pending
1392,Sneha,6/23/2024,Mobile,2,13073,Delhi,Pending
1393,Ajay,3/29/2024,Washing Machine,5,37472,Kolkata,Delivered
1394,Priya,6/16/2024,Mobile,2,46507,Kolkata,Pending
1395,Priya,3/13/2024,Mobile,4,38014,Delhi,Delivered
1396,Ravi,4/25/2024,Tablet,1,17051,Chennai,Delivered
